hour,day_of_week,is_weekend,month,is_monsoon,road_type,road_length_m,congestion_score
22,4,0,4,0,tertiary,1466.8,0.298
15,5,1,6,1,trunk,635.4,0.673
21,4,0,3,0,tertiary,240.3,0.487
17,6,1,3,0,tertiary,1326.1,0.604
7,2,0,4,0,tertiary,869.9,0.817
18,2,0,8,1,primary,967.5,1.0
18,4,0,10,1,primary,970.8,1.0
16,2,0,7,1,primary,1748.2,1.0
6,2,0,7,1,trunk,1791.0,0.746
5,6,1,2,0,residential,698.6,0.162
5,2,0,11,1,primary,59.2,0.242
5,3,0,2,0,secondary,1248.2,0.157
20,3,0,7,1,residential,1932.4,0.798
11,0,0,6,1,trunk,421.6,0.92
20,5,1,4,0,secondary,1402.4,0.423
12,4,0,10,1,tertiary,375.7,0.874
9,2,0,8,1,trunk,1212.9,1.0
10,3,0,6,1,secondary,371.5,0.837
12,0,0,4,0,secondary,1468.0,0.743
18,4,0,3,0,primary,764.9,1.0
20,6,1,1,0,residential,1759.3,0.365
1,4,0,1,0,primary,1324.5,0.129
0,0,0,12,0,primary,862.7,0.05
15,5,1,3,0,secondary,1405.6,0.518
20,0,0,5,0,residential,1340.2,0.609
19,5,1,3,0,residential,1669.8,0.461
3,4,0,12,0,trunk,279.6,0.088
6,4,0,4,0,tertiary,1671.4,0.418
6,2,0,12,0,residential,625.9,0.424
6,5,1,8,1,tertiary,507.3,0.167
2,0,0,10,1,residential,340.8,0.05
3,2,0,11,1,secondary,940.7,0.081
8,3,0,1,0,primary,1635.7,1.0
11,6,1,11,1,tertiary,880.7,0.387
1,0,0,3,0,secondary,690.9,0.161
8,5,1,2,0,tertiary,1639.2,0.187
5,0,0,7,1,residential,1926.5,0.113
13,5,1,3,0,primary,308.4,0.577
23,0,0,3,0,primary,861.3,0.086
21,3,0,3,0,trunk,790.5,0.511
11,4,0,1,0,secondary,992.0,0.521
14,0,0,2,0,tertiary,1327.2,0.606
0,5,1,11,1,trunk,1546.7,0.05
21,6,1,6,1,trunk,1070.1,0.459
3,3,0,11,1,secondary,989.8,0.063
17,4,0,1,0,primary,1304.6,1.0
5,4,0,8,1,residential,1745.4,0.14
8,0,0,9,1,secondary,1123.5,1.0
7,0,0,8,1,residential,1612.5,0.916
3,3,0,12,0,primary,250.2,0.05
13,0,0,9,1,trunk,50.3,0.892
9,4,0,9,1,secondary,1326.5,1.0
10,2,0,1,0,secondary,1696.4,0.645
19,3,0,12,0,tertiary,1446.0,1.0
3,0,0,11,1,secondary,54.3,0.05
17,4,0,6,1,primary,139.3,1.0
4,6,1,12,0,residential,258.6,0.05
12,1,0,8,1,secondary,1447.7,0.758
13,0,0,11,1,trunk,290.3,1.0
16,1,0,8,1,primary,1084.2,1.0
13,6,1,10,1,residential,1852.5,0.597
5,5,1,3,0,primary,805.4,0.067
19,4,0,6,1,trunk,1768.7,1.0
7,2,0,7,1,tertiary,1942.5,0.915
4,1,0,7,1,trunk,1415.0,0.125
10,5,1,12,0,trunk,1283.5,0.494
6,1,0,10,1,tertiary,1388.9,0.607
5,4,0,9,1,tertiary,1435.2,0.287
17,3,0,10,1,trunk,1888.2,1.0
17,2,0,7,1,primary,1069.3,1.0
4,0,0,11,1,primary,439.8,0.165
8,1,0,1,0,tertiary,447.8,1.0
17,0,0,6,1,residential,249.8,1.0
23,5,1,9,1,residential,513.3,0.05
22,2,0,12,0,primary,1856.6,0.242
21,2,0,9,1,primary,75.3,0.716
19,6,1,8,1,secondary,1827.4,0.835
17,5,1,10,1,secondary,1563.5,0.933
9,3,0,3,0,primary,414.6,1.0
12,0,0,7,1,tertiary,1135.4,0.774
18,6,1,5,0,primary,694.6,0.929
4,2,0,10,1,primary,1558.6,0.111
21,2,0,8,1,trunk,1122.8,0.612
5,4,0,2,0,trunk,360.8,0.151
17,4,0,7,1,primary,731.3,1.0
9,1,0,10,1,trunk,976.0,1.0
20,0,0,2,0,tertiary,919.1,0.747
19,1,0,1,0,tertiary,793.7,0.921
3,3,0,5,0,trunk,1461.8,0.13
11,4,0,9,1,residential,999.3,0.634
20,1,0,6,1,trunk,210.6,1.0
17,0,0,11,1,primary,461.0,1.0
6,6,1,11,1,residential,1679.5,0.195
23,6,1,7,1,primary,1506.4,0.064
14,5,1,6,1,primary,220.7,0.545
18,6,1,4,0,tertiary,844.9,0.563
14,5,1,7,1,residential,667.0,0.451
23,4,0,2,0,trunk,138.8,0.172
2,2,0,9,1,primary,615.2,0.056
14,3,0,7,1,primary,974.3,0.859
4,5,1,7,1,trunk,625.2,0.059
23,5,1,6,1,primary,1129.4,0.271
3,0,0,1,0,trunk,1213.5,0.05
9,1,0,12,0,tertiary,462.9,0.872
20,6,1,9,1,secondary,363.9,0.527
5,5,1,10,1,primary,1710.2,0.121
17,3,0,11,1,trunk,192.6,1.0
18,3,0,6,1,tertiary,300.0,1.0
3,2,0,10,1,primary,1805.2,0.05
9,5,1,10,1,secondary,1152.8,0.475
10,3,0,3,0,primary,660.8,0.76
20,3,0,5,0,tertiary,311.9,0.613
23,2,0,8,1,residential,918.4,0.144
20,4,0,2,0,tertiary,1724.5,0.692
4,4,0,4,0,tertiary,1480.4,0.05
0,6,1,9,1,primary,1634.7,0.05
18,1,0,1,0,trunk,558.2,1.0
20,6,1,3,0,tertiary,815.4,0.364
18,5,1,5,0,secondary,956.2,0.73
16,0,0,11,1,secondary,1703.6,1.0
19,5,1,3,0,trunk,323.7,0.935
18,5,1,3,0,residential,1881.4,0.626
1,1,0,8,1,secondary,172.6,0.108
11,3,0,8,1,residential,1769.0,0.593
20,2,0,2,0,trunk,1285.5,0.828
18,4,0,10,1,secondary,784.5,1.0
18,5,1,2,0,trunk,540.6,1.0
12,2,0,6,1,residential,1595.7,0.783
0,4,0,3,0,residential,372.9,0.116
6,1,0,3,0,secondary,756.3,0.471
22,6,1,2,0,secondary,858.5,0.213
21,3,0,8,1,secondary,1202.0,0.669
13,0,0,4,0,primary,299.4,0.788
16,0,0,10,1,secondary,159.0,1.0
5,4,0,7,1,trunk,1940.0,0.329
9,0,0,4,0,residential,1232.7,0.769
15,6,1,8,1,secondary,477.8,0.622
5,4,0,11,1,trunk,565.8,0.328
10,3,0,10,1,trunk,184.2,0.941
16,6,1,9,1,residential,1661.7,0.572
5,3,0,10,1,trunk,126.1,0.255
15,5,1,3,0,trunk,1101.6,0.531
0,6,1,11,1,residential,1068.0,0.123
7,6,1,8,1,residential,733.5,0.282
22,4,0,2,0,residential,311.1,0.226
2,2,0,10,1,trunk,846.9,0.086
22,5,1,1,0,trunk,1069.0,0.204
6,5,1,6,1,residential,756.4,0.138
20,4,0,5,0,tertiary,1717.2,0.648
8,5,1,7,1,secondary,855.8,0.463
15,1,0,6,1,trunk,1132.1,0.939
22,3,0,12,0,secondary,1717.2,0.356
21,0,0,12,0,secondary,920.9,0.491
6,4,0,7,1,tertiary,1611.7,0.489
21,5,1,1,0,secondary,808.8,0.291
4,3,0,10,1,residential,221.9,0.05
11,0,0,10,1,primary,1462.8,0.872
9,5,1,10,1,primary,1894.1,0.648
20,3,0,8,1,primary,443.3,1.0
1,6,1,10,1,trunk,1055.8,0.05
5,5,1,1,0,tertiary,516.6,0.121
8,6,1,7,1,tertiary,1355.8,0.323
6,4,0,1,0,primary,1842.4,0.396
17,4,0,6,1,tertiary,1928.4,1.0
19,1,0,8,1,residential,1171.1,1.0
2,4,0,5,0,tertiary,1896.7,0.071
16,2,0,9,1,trunk,537.8,1.0
7,6,1,6,1,residential,1379.1,0.311
0,3,0,2,0,tertiary,181.7,0.05
21,5,1,4,0,tertiary,854.2,0.203
11,4,0,9,1,primary,1416.6,0.784
23,6,1,6,1,primary,1131.4,0.205
10,2,0,4,0,trunk,574.7,0.842
6,3,0,12,0,secondary,508.0,0.413
7,6,1,5,0,secondary,497.0,0.318
11,1,0,2,0,primary,1844.4,0.593
21,5,1,8,1,trunk,62.9,0.626
11,4,0,6,1,residential,1801.3,0.691
18,6,1,5,0,residential,406.6,0.577
12,1,0,10,1,secondary,155.6,0.862
15,4,0,1,0,trunk,727.2,0.867
14,0,0,12,0,trunk,947.1,0.662
22,0,0,1,0,secondary,789.9,0.351
8,1,0,9,1,tertiary,512.4,1.0
19,2,0,6,1,secondary,1022.6,1.0
12,2,0,8,1,secondary,1164.2,0.912
21,1,0,2,0,tertiary,1618.0,0.367
6,1,0,12,0,secondary,972.3,0.404
0,1,0,7,1,residential,312.2,0.05
10,6,1,8,1,tertiary,539.4,0.423
1,3,0,2,0,secondary,167.1,0.085
20,0,0,8,1,tertiary,556.5,0.781
17,6,1,5,0,tertiary,88.7,0.649
19,1,0,10,1,trunk,1317.2,1.0
9,2,0,6,1,trunk,1000.6,1.0
9,3,0,11,1,secondary,1743.1,1.0
10,3,0,11,1,trunk,1164.7,1.0
7,2,0,6,1,tertiary,1435.3,1.0
12,2,0,8,1,tertiary,1508.4,0.766
0,1,0,12,0,secondary,1340.9,0.072
23,5,1,12,0,primary,460.6,0.117
15,4,0,1,0,primary,1553.3,0.797
16,6,1,2,0,primary,561.8,0.608
12,2,0,4,0,secondary,1488.3,0.748
14,5,1,3,0,secondary,1077.1,0.444
11,6,1,6,1,residential,961.0,0.512
8,4,0,8,1,secondary,1940.6,1.0
20,5,1,11,1,trunk,898.2,0.694
17,2,0,6,1,residential,1102.4,1.0
8,1,0,5,0,primary,50.2,1.0
4,2,0,5,0,residential,1093.4,0.062
15,2,0,1,0,residential,1606.0,0.555
19,1,0,1,0,trunk,778.6,1.0
12,1,0,3,0,residential,1665.4,0.611
7,2,0,2,0,residential,1269.4,0.626
19,6,1,12,0,tertiary,605.1,0.531
23,4,0,5,0,residential,416.6,0.151
3,5,1,8,1,trunk,932.9,0.103
15,1,0,6,1,primary,346.7,1.0
9,2,0,3,0,residential,1467.9,0.844
7,0,0,3,0,primary,1012.5,1.0
15,2,0,8,1,primary,694.0,1.0
4,0,0,5,0,residential,189.2,0.052
8,6,1,7,1,primary,287.8,0.533
7,3,0,8,1,secondary,1488.4,0.999
16,5,1,4,0,residential,808.8,0.462
9,2,0,3,0,primary,1502.2,1.0
15,5,1,5,0,secondary,752.8,0.467
1,6,1,11,1,secondary,1947.9,0.065
8,4,0,2,0,residential,1588.8,0.939
0,0,0,10,1,residential,1392.4,0.065
15,0,0,11,1,trunk,709.9,1.0
20,0,0,1,0,tertiary,1306.9,0.663
4,3,0,4,0,tertiary,1964.3,0.05
20,6,1,6,1,residential,1479.7,0.349
8,0,0,8,1,residential,1140.1,1.0
15,1,0,10,1,secondary,1110.1,0.769
19,6,1,9,1,secondary,184.3,0.794
9,6,1,5,0,trunk,765.9,0.571
12,5,1,3,0,primary,1258.5,0.54
11,6,1,10,1,secondary,675.4,0.58
6,4,0,11,1,residential,1543.2,0.402
9,2,0,7,1,tertiary,265.4,1.0
4,1,0,1,0,secondary,258.8,0.139
6,0,0,1,0,trunk,1301.4,0.446
19,5,1,10,1,tertiary,145.7,0.667
22,0,0,1,0,secondary,1328.7,0.398
14,6,1,11,1,primary,753.8,0.584
13,6,1,6,1,primary,1656.1,0.624
9,0,0,4,0,trunk,239.4,1.0
23,1,0,9,1,residential,419.4,0.159
5,4,0,12,0,trunk,859.6,0.28
3,6,1,11,1,trunk,748.0,0.05
5,6,1,3,0,trunk,833.0,0.05
10,5,1,3,0,trunk,1996.9,0.376
10,4,0,6,1,tertiary,854.1,0.832
23,2,0,10,1,secondary,1148.1,0.186
8,2,0,8,1,residential,1921.7,0.915
1,2,0,10,1,primary,1059.3,0.081
7,1,0,6,1,primary,1554.5,1.0
8,4,0,9,1,trunk,1162.8,1.0
4,1,0,5,0,tertiary,1784.8,0.123
7,1,0,5,0,tertiary,229.2,0.69
23,0,0,12,0,tertiary,1596.2,0.204
5,3,0,12,0,trunk,1648.1,0.269
1,5,1,10,1,residential,203.0,0.099
10,2,0,7,1,residential,1864.0,0.667
19,0,0,11,1,residential,155.5,1.0
10,4,0,10,1,secondary,687.3,0.943
12,3,0,10,1,trunk,1034.2,0.96
9,6,1,7,1,secondary,307.8,0.407
12,2,0,2,0,residential,1028.6,0.571
22,1,0,3,0,residential,1140.6,0.19
6,4,0,10,1,trunk,530.2,0.555
13,2,0,11,1,trunk,224.7,1.0
10,2,0,10,1,primary,1550.9,0.876
11,4,0,8,1,trunk,334.3,0.793
11,1,0,12,0,primary,269.1,0.645
1,1,0,10,1,secondary,1744.1,0.161
3,2,0,8,1,residential,94.4,0.068
17,1,0,4,0,trunk,1070.4,1.0
23,1,0,12,0,primary,784.4,0.219
21,4,0,1,0,tertiary,382.1,0.441
19,2,0,1,0,residential,1326.8,0.966
0,0,0,7,1,tertiary,1342.8,0.064
9,6,1,11,1,residential,500.8,0.352
22,0,0,6,1,residential,1740.2,0.354
14,4,0,12,0,primary,127.5,0.756
16,2,0,6,1,residential,817.1,0.817
20,2,0,4,0,trunk,588.0,0.878
1,5,1,5,0,residential,1786.3,0.057
17,2,0,4,0,secondary,716.5,1.0
12,5,1,3,0,primary,1473.3,0.465
20,5,1,4,0,residential,518.7,0.358
4,3,0,5,0,trunk,692.1,0.079
4,4,0,9,1,secondary,1732.0,0.11
22,4,0,3,0,residential,1991.6,0.29
18,1,0,6,1,primary,1136.8,1.0
3,1,0,6,1,secondary,1467.8,0.121
13,2,0,8,1,tertiary,346.3,0.763
4,1,0,1,0,trunk,1253.0,0.058
19,1,0,4,0,primary,750.6,1.0
22,6,1,8,1,secondary,1029.5,0.277
12,3,0,8,1,secondary,369.4,0.756
13,6,1,1,0,tertiary,1902.9,0.45
6,6,1,4,0,primary,395.3,0.235
14,6,1,10,1,residential,1391.3,0.54
1,4,0,12,0,residential,1454.4,0.05
12,4,0,12,0,trunk,1207.9,0.669
1,4,0,2,0,residential,941.0,0.05
1,1,0,9,1,trunk,821.4,0.05
20,0,0,4,0,tertiary,907.1,0.669
9,6,1,5,0,residential,374.6,0.244
22,4,0,3,0,residential,1668.3,0.37
14,0,0,12,0,trunk,270.7,0.749
22,4,0,3,0,residential,856.4,0.147
14,0,0,3,0,residential,1201.1,0.538
14,0,0,5,0,tertiary,1398.8,0.565
22,6,1,3,0,primary,227.8,0.224
2,4,0,12,0,residential,1467.4,0.05
16,4,0,3,0,residential,1123.2,0.764
10,4,0,11,1,secondary,366.1,0.794
22,0,0,7,1,tertiary,653.6,0.316
3,1,0,4,0,primary,1264.0,0.091
8,0,0,8,1,residential,1718.1,1.0
7,1,0,10,1,residential,934.8,0.885
19,4,0,1,0,secondary,1770.2,1.0
6,0,0,3,0,secondary,157.4,0.507
11,0,0,3,0,primary,1350.6,0.697
2,0,0,2,0,residential,1987.8,0.05
5,5,1,5,0,trunk,1338.8,0.092
17,1,0,8,1,trunk,752.4,1.0
9,2,0,6,1,residential,1649.5,1.0
15,1,0,2,0,tertiary,692.0,0.652
13,4,0,4,0,secondary,1243.5,0.813
20,4,0,2,0,residential,1461.9,0.681
19,6,1,12,0,tertiary,882.8,0.562
18,4,0,6,1,secondary,1247.9,1.0
23,5,1,8,1,residential,1625.6,0.148
6,0,0,2,0,primary,956.5,0.514
3,5,1,4,0,trunk,1998.0,0.05
17,6,1,11,1,secondary,72.0,0.859
9,2,0,2,0,tertiary,635.6,0.819
3,5,1,6,1,tertiary,822.3,0.05
0,6,1,3,0,secondary,694.5,0.05
15,6,1,1,0,secondary,988.9,0.539
20,3,0,9,1,tertiary,951.8,0.943
16,2,0,10,1,tertiary,1132.6,0.883
18,5,1,6,1,tertiary,179.1,0.739
12,5,1,9,1,secondary,1163.4,0.57
19,0,0,5,0,tertiary,1434.2,0.957
7,2,0,8,1,tertiary,471.5,0.95
3,2,0,1,0,secondary,1831.0,0.052
15,4,0,3,0,secondary,713.2,0.729
15,5,1,9,1,tertiary,1562.3,0.564
16,5,1,3,0,secondary,1462.9,0.458
14,3,0,12,0,trunk,275.9,0.722
19,6,1,2,0,tertiary,960.4,0.554
1,0,0,9,1,tertiary,93.8,0.054
6,1,0,5,0,tertiary,1087.9,0.376
14,5,1,2,0,tertiary,341.2,0.401
19,4,0,9,1,primary,452.8,1.0
10,2,0,3,0,tertiary,1169.5,0.653
10,4,0,8,1,primary,303.6,0.96
21,0,0,2,0,residential,154.9,0.392
19,4,0,11,1,residential,1251.8,1.0
6,5,1,11,1,trunk,203.2,0.237
2,6,1,12,0,residential,239.7,0.05
9,5,1,11,1,residential,967.6,0.446
8,2,0,7,1,secondary,1414.2,1.0
10,3,0,8,1,primary,177.5,0.746
9,6,1,6,1,trunk,1170.6,0.639
12,6,1,12,0,primary,685.4,0.488
17,3,0,7,1,trunk,856.2,1.0
17,1,0,8,1,residential,178.8,1.0
13,4,0,6,1,trunk,1403.6,0.918
21,0,0,12,0,trunk,1681.7,0.611
10,4,0,2,0,residential,393.5,0.622
12,0,0,10,1,primary,1386.7,0.969
20,5,1,1,0,primary,474.3,0.432
4,4,0,11,1,primary,1526.3,0.101
19,4,0,8,1,secondary,451.0,1.0
9,4,0,11,1,tertiary,1841.1,1.0
2,4,0,1,0,trunk,1973.5,0.05
12,6,1,3,0,tertiary,171.7,0.567
0,5,1,9,1,tertiary,263.9,0.05
0,1,0,7,1,trunk,818.8,0.05
17,1,0,11,1,secondary,976.0,1.0
12,6,1,6,1,residential,350.8,0.575
2,5,1,1,0,secondary,1456.6,0.05
15,5,1,7,1,secondary,215.1,0.566
22,4,0,7,1,trunk,400.6,0.466
17,6,1,8,1,residential,742.8,0.558
23,1,0,12,0,trunk,575.0,0.128
17,4,0,6,1,primary,1957.6,1.0
15,5,1,2,0,secondary,1473.9,0.451
16,6,1,5,0,residential,1058.1,0.373
7,3,0,11,1,primary,1383.9,1.0
18,2,0,10,1,primary,1812.0,1.0
15,4,0,12,0,tertiary,871.0,0.671
9,2,0,3,0,primary,1405.3,1.0
18,2,0,1,0,residential,1177.4,0.987
18,0,0,11,1,tertiary,1627.3,1.0
16,0,0,5,0,tertiary,308.5,0.825
8,2,0,5,0,primary,1495.8,1.0
23,1,0,11,1,residential,771.0,0.079
22,1,0,8,1,secondary,1608.8,0.413
4,4,0,3,0,residential,1517.9,0.102
13,6,1,7,1,secondary,1338.3,0.659
11,0,0,11,1,tertiary,1523.2,0.709
5,3,0,7,1,residential,637.7,0.209
12,5,1,12,0,residential,975.4,0.358
4,4,0,7,1,primary,613.1,0.113
16,5,1,1,0,primary,1839.5,0.596
20,2,0,7,1,trunk,1840.2,1.0
3,2,0,11,1,trunk,812.7,0.127
23,1,0,12,0,trunk,1552.5,0.093
5,2,0,9,1,primary,1362.0,0.264
0,3,0,2,0,trunk,252.6,0.05
9,2,0,4,0,primary,96.2,1.0
2,0,0,10,1,secondary,1903.5,0.074
19,1,0,7,1,trunk,1616.2,1.0
3,5,1,3,0,tertiary,624.4,0.05
14,2,0,7,1,tertiary,551.8,0.781
8,6,1,1,0,residential,807.8,0.281
8,1,0,8,1,primary,1008.9,1.0
19,3,0,3,0,residential,261.4,0.829
19,5,1,2,0,residential,1445.0,0.482
3,0,0,2,0,primary,1164.1,0.067
15,1,0,11,1,primary,1869.1,1.0
8,1,0,12,0,tertiary,1814.0,0.966
15,3,0,7,1,residential,1695.9,0.785
2,4,0,4,0,primary,799.6,0.05
3,4,0,9,1,tertiary,700.2,0.05
1,5,1,11,1,primary,762.4,0.05
9,5,1,4,0,secondary,1131.2,0.456
12,5,1,4,0,tertiary,1407.0,0.516
11,3,0,2,0,residential,1483.9,0.482
4,0,0,4,0,primary,1453.5,0.06
2,6,1,9,1,tertiary,1024.4,0.05
14,0,0,1,0,tertiary,159.3,0.601
3,1,0,11,1,trunk,943.8,0.077
17,1,0,12,0,trunk,504.3,1.0
15,5,1,1,0,residential,1819.0,0.435
19,0,0,4,0,secondary,78.0,1.0
3,3,0,10,1,secondary,1678.9,0.05
3,0,0,8,1,trunk,1608.4,0.099
23,5,1,7,1,tertiary,285.6,0.1
17,1,0,6,1,secondary,1540.2,1.0
4,6,1,7,1,secondary,1407.8,0.101
14,1,0,10,1,primary,310.1,0.906
5,0,0,8,1,primary,62.4,0.198
2,5,1,11,1,trunk,1779.5,0.116
22,1,0,4,0,secondary,1297.7,0.232
16,3,0,7,1,secondary,1879.3,1.0
15,4,0,2,0,tertiary,728.3,0.674
0,4,0,4,0,secondary,279.1,0.05
11,6,1,9,1,trunk,477.6,0.648
21,1,0,5,0,primary,427.8,0.562
15,3,0,3,0,secondary,1356.8,0.652
1,0,0,11,1,tertiary,605.9,0.05
14,0,0,2,0,primary,1853.5,0.78
5,1,0,1,0,residential,1054.1,0.191
14,4,0,10,1,tertiary,867.2,0.808
10,1,0,2,0,tertiary,494.2,0.637
6,3,0,4,0,primary,968.4,0.524
15,0,0,7,1,secondary,471.5,0.951
14,5,1,4,0,tertiary,1952.3,0.446
6,2,0,3,0,primary,1399.8,0.498
14,3,0,7,1,secondary,1532.7,0.768
9,4,0,3,0,trunk,1815.9,1.0
7,0,0,7,1,trunk,1004.0,1.0
18,3,0,8,1,tertiary,78.3,1.0
13,4,0,4,0,trunk,1895.2,0.813
18,0,0,7,1,primary,128.1,1.0
16,3,0,8,1,primary,932.3,1.0
17,6,1,1,0,residential,1902.4,0.556
20,0,0,1,0,residential,1354.6,0.661
5,5,1,8,1,trunk,1507.2,0.05
22,3,0,3,0,tertiary,1272.3,0.312
22,5,1,1,0,primary,800.5,0.221
9,3,0,5,0,trunk,1107.7,1.0
6,6,1,11,1,primary,1259.9,0.249
21,2,0,1,0,primary,796.8,0.515
14,4,0,1,0,tertiary,764.5,0.551
17,5,1,4,0,secondary,1963.4,0.657
7,4,0,2,0,residential,1487.9,0.716
22,1,0,12,0,secondary,674.9,0.211
8,4,0,11,1,residential,590.4,1.0
16,6,1,2,0,residential,1434.2,0.489
21,6,1,9,1,tertiary,931.4,0.354
2,1,0,8,1,primary,206.3,0.05
9,0,0,2,0,secondary,588.1,1.0
6,4,0,11,1,primary,621.7,0.602
17,1,0,8,1,tertiary,869.3,1.0
0,6,1,4,0,trunk,1307.1,0.074
13,4,0,6,1,tertiary,998.0,0.835
14,2,0,10,1,secondary,1801.6,0.763
8,1,0,8,1,tertiary,1942.9,1.0
14,1,0,10,1,secondary,1438.0,0.784
5,6,1,12,0,secondary,364.4,0.218
18,1,0,8,1,tertiary,770.9,1.0
22,0,0,11,1,tertiary,1957.1,0.2
17,2,0,2,0,primary,838.9,1.0
15,6,1,3,0,residential,1859.2,0.473
17,4,0,6,1,tertiary,974.1,1.0
18,5,1,3,0,trunk,1470.7,1.0
3,5,1,8,1,primary,321.9,0.064
9,0,0,7,1,trunk,1689.7,1.0
20,1,0,10,1,trunk,483.2,1.0
8,1,0,1,0,primary,1099.9,1.0
2,4,0,7,1,secondary,1006.4,0.105
16,0,0,11,1,tertiary,825.2,1.0
0,2,0,6,1,tertiary,650.8,0.093
17,0,0,4,0,residential,1496.0,0.921
5,6,1,12,0,residential,1470.8,0.111
13,1,0,10,1,trunk,217.9,0.877
10,0,0,10,1,residential,222.5,0.722
8,3,0,3,0,trunk,951.1,1.0
6,1,0,7,1,tertiary,1130.0,0.402
9,6,1,10,1,tertiary,1013.5,0.411
4,2,0,5,0,residential,292.1,0.171
21,2,0,7,1,secondary,1009.2,0.654
8,3,0,2,0,trunk,1503.9,1.0
18,3,0,10,1,residential,1743.3,1.0
3,2,0,9,1,trunk,84.2,0.094
18,0,0,3,0,tertiary,949.0,1.0
1,2,0,6,1,residential,1290.7,0.05
1,2,0,5,0,trunk,1295.9,0.099
20,1,0,2,0,trunk,1517.6,0.855
17,2,0,6,1,tertiary,579.3,1.0
11,6,1,3,0,primary,317.1,0.52
9,2,0,8,1,residential,713.6,1.0
7,6,1,4,0,trunk,1246.2,0.377
16,6,1,9,1,trunk,1419.4,0.692
3,6,1,3,0,primary,985.1,0.123
9,5,1,6,1,secondary,1643.2,0.443
10,1,0,12,0,tertiary,106.1,0.584
3,1,0,3,0,secondary,1391.7,0.05
2,3,0,12,0,primary,201.6,0.1
15,6,1,7,1,primary,432.9,0.533
15,0,0,5,0,primary,179.2,0.726
21,0,0,2,0,primary,1844.2,0.57
5,5,1,6,1,primary,227.0,0.25
8,4,0,6,1,tertiary,363.1,1.0
18,0,0,2,0,trunk,1538.3,1.0
16,1,0,12,0,secondary,1930.3,0.915
0,5,1,2,0,secondary,1844.9,0.136
22,3,0,6,1,trunk,411.0,0.53
12,3,0,4,0,trunk,493.7,0.829
3,6,1,6,1,primary,958.5,0.05
9,4,0,12,0,primary,210.4,1.0
15,0,0,7,1,tertiary,941.0,0.844
7,4,0,7,1,tertiary,1970.7,0.87
2,6,1,8,1,tertiary,399.6,0.057
14,4,0,11,1,primary,282.5,0.857
22,4,0,2,0,secondary,176.2,0.357
19,6,1,7,1,primary,504.1,0.987
15,2,0,12,0,trunk,1207.6,0.816
12,2,0,8,1,trunk,1902.8,0.985
16,2,0,3,0,residential,260.7,0.735
20,1,0,1,0,primary,1488.7,0.869
2,3,0,11,1,primary,1945.5,0.07
19,4,0,2,0,primary,1339.1,1.0
16,6,1,8,1,residential,443.8,0.534
10,6,1,9,1,trunk,84.5,0.561
13,0,0,7,1,residential,663.4,0.752
17,5,1,5,0,secondary,1008.4,0.723
4,2,0,12,0,residential,1000.5,0.142
21,4,0,11,1,trunk,1165.8,0.744
5,4,0,1,0,residential,563.6,0.117
21,2,0,5,0,tertiary,169.8,0.434
18,0,0,3,0,tertiary,730.3,1.0
20,2,0,7,1,primary,884.9,1.0
13,2,0,1,0,secondary,532.8,0.71
22,0,0,5,0,primary,708.3,0.284
0,4,0,6,1,primary,948.8,0.05
8,0,0,12,0,residential,1196.6,0.89
10,3,0,10,1,residential,678.7,0.576
6,2,0,8,1,trunk,1632.3,0.643
5,4,0,5,0,tertiary,1940.4,0.194
2,6,1,9,1,secondary,610.3,0.137
18,3,0,4,0,trunk,1498.6,1.0
3,4,0,6,1,tertiary,181.2,0.13
15,3,0,4,0,tertiary,1601.5,0.642
9,3,0,11,1,trunk,661.0,1.0
8,4,0,9,1,residential,1359.5,1.0
16,6,1,3,0,trunk,1023.4,0.54
21,6,1,12,0,residential,572.5,0.235
13,4,0,12,0,primary,1068.4,0.741
11,3,0,3,0,secondary,343.4,0.608
13,3,0,6,1,primary,1286.2,1.0
8,6,1,5,0,secondary,550.1,0.289
3,1,0,4,0,primary,528.9,0.05
9,3,0,8,1,trunk,1983.0,1.0
8,1,0,1,0,tertiary,1589.9,1.0
8,5,1,9,1,secondary,1306.4,0.352
1,6,1,2,0,tertiary,1223.1,0.05
2,3,0,6,1,primary,823.9,0.111
18,5,1,9,1,primary,1067.8,1.0
16,2,0,8,1,primary,514.2,1.0
18,5,1,7,1,secondary,1874.2,0.867
3,1,0,4,0,tertiary,907.0,0.056
15,4,0,6,1,primary,667.2,1.0
21,1,0,5,0,secondary,757.8,0.48
0,5,1,10,1,primary,1690.9,0.05
1,5,1,11,1,secondary,543.3,0.05
21,0,0,9,1,secondary,1722.4,0.549
12,2,0,5,0,primary,1875.8,0.744
5,3,0,11,1,tertiary,1765.0,0.187
13,6,1,1,0,tertiary,1739.6,0.49
15,5,1,7,1,tertiary,1448.9,0.489
3,6,1,3,0,tertiary,1037.4,0.05
17,5,1,6,1,residential,1405.7,0.756
20,5,1,3,0,residential,1592.5,0.401
20,2,0,6,1,trunk,210.4,1.0
16,5,1,11,1,secondary,1701.6,0.697
15,6,1,12,0,secondary,558.3,0.433
21,4,0,6,1,tertiary,437.4,0.606
18,1,0,1,0,primary,1850.1,1.0
20,4,0,11,1,secondary,1818.3,1.0
5,0,0,7,1,trunk,886.4,0.321
2,2,0,3,0,trunk,278.8,0.06
14,6,1,11,1,residential,281.1,0.431
6,6,1,5,0,tertiary,1505.6,0.099
6,4,0,4,0,tertiary,1467.1,0.438
